Record_number,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max
5597,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5598,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5599,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5600,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5601,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5602,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5603,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5604,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5605,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,umol CO2/m2/s,-5,35,,0.45,5,0.7213,0.1466,4e-4,,,Positive,3.813,1.712,1.54,1.437,1.568,5.29,-5,35,,,
5623,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.56,5,0.49,0.0499,0,,,Mixed,0.807,,1.647,1.647,,,,,,,
5624,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.63,5,0.34,0.0661,0,,,Mixed,0.658,,1.937,1.937,,,,,,,
5625,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.47,5,0.35,0.0544,0,,,Mixed,0.603,,1.723,1.723,,,,,,,
5626,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.47,5,0.45,0.0395,0,,,Mixed,0.668,,1.484,1.484,,,,,,,
5627,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.67,5,0.27,0.0623,0,,,Mixed,0.503,,1.865,1.865,,,,,,,
5628,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.32,5,0.52,0.0441,0,,,Mixed,0.808,,1.554,1.554,,,,,,,
5632,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,4,16,,,5,,,,,,Mixed,,,,,,,,,,,
5641,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,16,,0.7041,,1.0396,0.0623,0,,,,1.938,,1.865,,,1.865,5,16,,,
5642,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,7,16,,0.5923,,0.3616,0.1179,0,,,,1.176,,,,,3.251,7,16,,,
5643,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,15,,0.5011,,0.6074,0.1451,0,,,,2.592,,,,,4.267,9,15,,,
5644,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,16,,0.683,,0.8779,0.0863,0,,,,2.081,,,,,2.37,9,16,,,
5645,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.61,5,0.322,0.066,0,,,Positive,0.623,,,1.935,,1.935,8,28,,,
5646,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.6,5,0.384,0.066,0,,,Positive,0.743,,,1.935,,1.935,8,28,,,
5647,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.34,5,0.552,0.043,0,,,Positive,0.849,,,1.537,,1.537,8,28,,,
5648,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.33,5,0.466,0.055,0,,,Positive,0.808,,,1.733,,1.733,8,28,,,
5649,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.37,5,0.571,0.043,0,,,Positive,0.878,,,1.537,,1.537,8,28,,,
5650,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.4,5,0.628,0.054,0,,,Positive,1.078,,,1.716,,1.716,8,28,,,
5651,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.11,5,1.009,0.03,0,,,Positive,1.362,,,1.35,,1.35,8,28,,,
5652,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,28,,0.15,5,1.049,0.037,0,,,Positive,1.519,,,1.448,,1.448,8,28,,,
5659,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,22,,0.77,5,0.27,0.09,0,,,Positive,0.664,,2.46,2.46,,2.46,5,22,,,
5660,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,30,,0.434,5,1.189,0.044,0,,,,,,,,,1.553,18,30,,,
5661,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,,,,,,,,,,,,
5662,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,30,,0.563,5,0.494,0.065,0,,,,,,,,,1.916,18,30,,,
5663,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,,,,,,,,,,,,
5664,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,30,,0.451,5,1.074,0.059,0,,,,,,,,,1.804,18,30,,,
5665,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,,,,,,,,,,,,
5666,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,30,,0.513,5,0.989,0.054,0,,,,,,,,,1.716,18,30,,,
5667,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,,,,,,,,,,,,
5698,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.43,5,57.703,0.0627,0,,,Positive,0.682,,1.872,1.872,,1.872,4,37,,,
5699,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.72,5,51.821,0.0677,0,,,Positive,2.318,,1.968,1.968,,1.968,4,37,,,
5700,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.58,5,44.806,0.0793,0,,,Positive,2.251,,2.21,2.21,,2.21,4,37,,,
5701,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.82,5,34.516,0.103,0,,,Positive,2.197,,2.801,2.801,,2.801,4,37,,,
5702,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.7,5,65.664,0.1097,0,,,Positive,4.47,,2.995,2.995,,2.995,4,37,,,
5703,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,37,,0.74,5,65.412,0.0984,0,,,Positive,3.977,,2.675,2.675,,2.675,4,37,,,
5704,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,29,,0.73,10,44.971,0.1011,0,,,Positive,0.78,,2.748,2.748,,2.748,5,29,,,
5705,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,3,28,,0.6,10,47.494,0.0851,0,,,Positive,0.702,,2.342,2.342,,2.342,3,28,,,
5709,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.41,5,0.8375,0.0585,0,,,Positive,,,,,,1.75,12,28,,,
5710,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.41,5,0.8375,0.0585,0,,,Positive,,,,,,1.75,12,28,,,
5711,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.57,5,0.7807,0.0595,0,,,Positive,1.415,,,1.8,,1.8,9,28,,,
5712,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.57,5,0.7807,0.0595,0,,,Positive,1.415,,,1.8,,1.8,9,28,,,
5713,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.7,5,0.734,0.0687,0,,,Positive,1.459,,,1.88,,1.88,8,27,,,
5714,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.7,5,0.734,0.0687,0,,,Positive,1.459,,,1.88,,1.88,8,27,,,
5715,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.34,5,1.0012,0.0588,0,,,Positive,,,,,,1.75,12,28,,,
5716,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.34,5,1.0012,0.0588,0,,,Positive,,,,,,1.75,12,28,,,
5717,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.67,5,0.7462,0.0646,0,,,Positive,1.424,,,1.88,,1.88,9,28,,,
5718,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.67,5,0.7462,0.0646,0,,,Positive,1.424,,,1.88,,1.88,9,28,,,
5719,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.71,5,0.8353,0.063,0,,,Positive,1.568,,,1.87,,1.87,8,27,,,
5720,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.71,5,0.8353,0.063,0,,,Positive,1.568,,,1.87,,1.87,8,27,,,
5721,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.35,5,0.7604,0.0569,0,,,Positive,,,,,,1.69,12,28,,,
5722,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.35,5,0.7604,0.0569,0,,,Positive,,,,,,1.69,12,28,,,
5723,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.61,5,0.9138,0.0557,0,,,Positive,1.595,,,1.76,,1.76,9,28,,,
5724,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.61,5,0.9138,0.0557,0,,,Positive,1.595,,,1.76,,1.76,9,28,,,
5725,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.59,5,0.8724,0.0546,0,,,Positive,1.506,,,1.8,,1.8,8,27,,,
5726,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.59,5,0.8724,0.0546,0,,,Positive,1.506,,,1.8,,1.8,8,27,,,
5727,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.36,5,0.9266,0.0518,0,,,Positive,,,,,,1.71,12,28,,,
5728,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.36,5,0.9266,0.0518,0,,,Positive,,,,,,1.71,12,28,,,
5729,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.51,5,0.8523,0.049,0,,,Positive,1.391,,,1.72,,1.72,9,28,,,
5730,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,28,,0.51,5,0.8523,0.049,0,,,Positive,1.391,,,1.72,,1.72,9,28,,,
5731,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.64,5,0.8069,0.053900000000000003,0,,,Positive,1.383,,,1.74,,1.74,8,27,,,
5732,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,27,,0.64,5,0.8069,0.053900000000000003,0,,,Positive,1.383,,,1.74,,1.74,8,27,,,
5748,"Exponential, R=a exp(b(T-c))",None,umol CO2/m2/s,7,17,,,10,,,,,,None,,,,,,,,,,,
5749,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,21,,0.14,10,0.3792,0.0591,0,,,Negative,0.69,,,1.81,,,,,,,
5778,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,4,17,,0.69,5,10.58,3.65,24,,,,,,,,,3.65,4,17,,,
5779,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,1,15,,0.69,5,7.55,12.94,24,,,,,,,,,12.94,1,15,,,
5780,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,2,8,,0.59,5,4.77,9.06,24,,,,,,,,,9.06,2,8,,,
5785,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,23,,0.72,5,91.5,0.107,0,,,,1.684,2.915,2.915,2.915,2.915,2.915,1,23,,,
5799,Other,Positive,umol CO2/m2/s,-2,15,,0.941,5,,,,,,,,3.7,3.7,,,,,,,,
5800,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,19,,0.4943,5,0.4623,0.0765,0,,,,0.993,,2.149,2.149,,,,,,,
5801,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,19,,0.6295,5,0.4626,0.0862,0,,,,1.095,,2.368,2.368,,,,,,,
5802,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.5154,5,0.4829,0.0942,0,,,,1.239,2.565,2.565,2.565,2.565,,,,,,
5803,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.5061,5,0.5183,0.0972,0,,,,1.37,2.643,2.643,2.643,2.643,,,,,,
5804,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.504,5,0.5639,0.1016,0,,,,1.558,2.762,2.762,2.762,2.762,,,,,,
5805,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.6081,5,0.5343,0.1057,0,,,,1.538,2.878,2.878,2.878,2.878,,,,,,
5812,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,30,,0.903,5,0.2917,0.0881,0,,,Negative,0.704,,2.413,2.413,,2.413,5,30,,,
5813,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,30,,0.835,5,0.4474,0.0795,0,,,None,0.991,,2.214,2.214,,2.214,5,30,,,
5814,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,30,,0.863,5,0.218,0.0858,0,,,Negative,0.514,,2.358,2.358,,2.358,5,30,,,
5815,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,30,,0.885,5,0.2409,0.0883,0,,,Negative,0.583,,2.418,2.418,,2.418,5,30,,,
5816,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,30,,0.901,5,0.1638,0.0895,0,,,Negative,0.401,,2.447,2.447,,2.447,5,30,,,
5817,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-15,20,,0.85,5,0.4494,0.1029,0,,,,1.258,2.798,2.798,2.798,2.798,2.798,-15,20,,,
5818,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,20,,0.91,5,0.4613,0.1215,0,,,,1.555,3.37,3.37,3.37,3.37,3.37,-10,20,,,
5819,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,20,,0.95,5,0.4294,0.1159,0,,,,1.368,3.187,3.187,3.187,3.187,3.187,-10,20,,,
5820,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,20,,0.89,5,0.4478,0.1263,0,,,,1.583,3.536,3.536,3.536,3.536,3.536,-10,20,,,
5821,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,0.93,5,0.5316,0.1583,0,,,,2.589,4.87,4.87,4.87,4.87,4.87,-10,15,,,
5822,"Polynomial, R=exp(a+b(T-d)+c(T-d)^2)",Positive,mg CO2/m2/hr,21,28,,0.74,5,-798.76,71.714,-1.36,,,Mixed,,,,,,1.63,21,28,,,
5823,"Polynomial, R=exp(a+b(T-d)+c(T-d)^2)",Positive,mg CO2/m2/hr,19,26,,0.87,5,-773.22,69.774,-1.3233,,,Mixed,,,,,,2.02,19,26,,,
5825,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.77,15,1.666,0.097,0,,,,1.156,2.638,2.638,,,,,,,,
5826,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.8,15,1.4,0.0875,0,,,,0.8834,2.399,2.399,,,,,,,,
5827,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.86,15,1.523,0.143,0,,,,1.6741,4.179,4.179,,,,,,,,
5828,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.66,15,1.429,0.107,0,,,,0.329,2.915,2.915,,,,,,,,
5829,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.77,15,1.666,0.097,0,,,,1.156,2.638,2.638,,,,,,,,
5830,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.8,15,1.4,0.0875,0,,,,0.8834,2.399,2.399,,,,,,,,
5831,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.86,15,1.523,0.143,0,,,,1.6741,4.179,4.179,,,,,,,,
5832,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.66,15,1.429,0.107,0,,,,0.329,2.915,2.915,,,,,,,,
5840,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.34,10,0.18,0.09,0,,,,1.31,,2.36,2.36,,2.36,5,25,,,
5841,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.22,10,0.14,0.1,0,,,,1.06,,3.24,3.24,,3.24,5,25,,,
5842,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.24,10,0.45,0.06,0,,,,2.09,,2.19,2.19,,2.19,5,25,,,
5843,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.11,10,0.34,0.04,0,,,,1.51,,1.46,1.46,,1.46,5,25,,,
5844,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.4,10,0.63,0.05,0,,,,2.52,,1.94,1.94,,1.94,5,25,,,
5864,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,22,,0.851,12.5,41.7,0.099,0,,,Positive,2.598,2.691,2.691,2.691,2.691,,,,,,
5865,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,22,,0.901,12.5,42.3,0.096,0,,,Positive,2.557,2.612,2.612,2.612,2.612,,,,,,
5866,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,22,,0.819,12.5,31.98,0.091,0,,,Positive,1.839,2.484,2.484,2.484,2.484,,,,,,
5867,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,22,,0.914,12.5,22.92,0.094,0,,,Positive,1.358,2.56,2.56,2.56,2.56,,,,,,
5868,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.87,2,0.038,0.103,0,,,,,2.07,,,,,,,,,
5869,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.87,2,0.18,0.072,0,,,,,2.21,,,,,,,,,
5870,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.83,2,0.013,0.131,0,,,,,2.36,,,,,,,,,
5871,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.74,2,0.1,0.086,0,,,,,2.82,,,,,,,,,
5872,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.85,2,0.122,0.077,0,,,,,2.17,,,,,,,,,
5873,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,37,,0.75,2,0.105,0.079,0,,,,,3.71,,,,,,,,,
5877,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,,,1.64,,,,,,,
5878,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,,,1.64,,,,,,,
5879,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,,,1.64,,,,,,,
5880,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,,,1.64,,,,,,,
5881,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d))), T in K",Positive,umol CO2/m2/s,,,,0.38,5,0.995,250.96,0,,,,,,,1.64,,,,,,,
5882,"R10 (L&T), R=a exp(b((1/c)-(1/T-d))",Positive,umol CO2/m2/s,,,,,5,0.77,326,0.62,12.36,,Positive,0.77,,,,,,,,,,
5883,"R10 (L&T), R=a exp(b((1/c)-(1/T-d))",Positive,umol CO2/m2/s,,,,,5,0.88,,,,,Positive,0.88,,,,,,,,,,
5884,"R10 (L&T), R=a exp(b((1/c)-(1/T-d))",Positive,umol CO2/m2/s,,,,,5,0.93,,,,,Positive,0.93,,,,,,,,,,
5885,"R10 (L&T), R=a exp(b((1/c)-(1/T-d))",Positive,umol CO2/m2/s,,,,,5,1.05,,,,,Positive,1.05,,,,,,,,,,
5915,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,,,,0.726,10,0.2627,0.1187,0,,,,,,3.28,,,,,,,,
5916,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.54,6,162,0.081,0,,,None,8.43,2.248,2.248,2.248,2.248,2.248,-15,25,,,
5917,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.71,6,112,0.076,0,,,None,5.544,2.138,2.138,2.138,2.138,2.138,-15,25,,,
5918,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.52,6,65,0.102,0,,,None,4.173,2.773,2.773,2.773,2.773,2.773,-15,25,,,
5919,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.58,6,78,0.097,0,,,None,4.763,2.638,2.638,2.638,2.638,2.638,-15,25,,,
5924,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-15,15,,0.85,5,0.533,0.139,0,,,Mixed,2.14,4.015,4.015,,,4.015,-15,15,,,
5925,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-15,15,,0.76,5,0.753,0.162,0,,,Mixed,3.805,5.053,5.053,,,5.053,-15,15,,,
5932,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,35,36,0.862,5,0.555,0.062,0,,,Positive,1.032,,1.859,1.859,,1.859,5,35,,,
5936,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,22,,0.91,10,0.0182,0.1387,0,,,,1.656,4.003,4.003,4.003,4.003,4.003,-3,22,,,
5937,Other,Positive,umol CO2/m2/s,10,30,,,15,,,,,,,,,,,,,,,,,
5938,Other,Positive,umol CO2/m2/s,10,30,,,15,,,,,,,,,,,,,,,,,
5940,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,26,,,5,,,,,,,,,,,,,,,,,
5941,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,26,,,5,,,,,,,,,,,,,,,,,
5942,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-1,15,,0.71,5,,,,,,,,,,,,,,,,,
5943,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-1,15,,0.757,5,,,,,,,,,,,,,,,,,
5948,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5949,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5950,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5951,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5952,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5953,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5954,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,0,,,,,,Mixed,,,,,,,,,,,
5957,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,22,,0.805,10,0.249,0.124,0,,,Positive,0.86,,3.456,3.456,,,,,,,
5958,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,22,,0.823,10,0.434,0.1,0,,,None,1.18,,2.718,2.718,,,,,,,
5959,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.4119,0.0375,0,,,Positive,1.94,,,1.374,,,,,,,
5960,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.1968,0.0377,0,,,Positive,1.63,,,1.362,,,,,,,
5961,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.4227,0.0272,0,,,Positive,1.871,,,1.315,,,,,,,
5962,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.8681,0.0541,0,,,Positive,4.835,,,2.588,,,,,,,
5963,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.8004,0.045,0,,,Positive,4.45,,,2.472,,,,,,,
5964,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,2.2412,0.0311,0,,,Positive,5.296,,,2.363,,,,,,,
5971,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.001,0.0198,0,,,Positive,1.22,,,1.219,,,,,,,
5972,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.4227,0.0274,0,,,Positive,1.871,,,1.315,,,,,,,
5973,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,2.2412,0.0331,0,,,Positive,5.296,,,2.363,,,,,,,
5974,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,0.7077,0.0154,0,,,Positive,0.826,,,1.166,,,,,,,
5975,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.1968,0.0309,0,,,Positive,1.63,,,1.362,,,,,,,
5976,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.8004,0.0905,0,,,Positive,4.45,,,2.472,,,,,,,
5977,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,0.9866,0.0248,0,,,Positive,1.264,,,1.281,,,,,,,
5978,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.4119,0.0318,0,,,Positive,1.94,,,1.374,,,,,,,
5979,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,10,1.8681,0.0541,0,,,Positive,4.835,,,2.588,,,,,,,
